,index,0,bb,bt,tt
634,3027,"we have a strong commitment to your learning, development and well-being, with hundreds of different courses available - ranging from bite-sized e-learning courses, to on-site workshops and professional certifications.",0,0,0
635,2309,the data scientist is responsible for leveraging these datasets to provide data-driven solutions and guidance to the wider business.,0,1,0
636,2337,someone who doesn’t just dream it but gets it done.,0,0,0
637,1157,proficiency in using one or more statistical software packages (e.g.,0,0,0
638,812,"undertaking data capture from numerous systems, including conducting data audits and sanitisations as required.",0,0,1
639,2600,"data scientist – london – £45,000 – £65,000 plus benefits

a leading social gaming company are looking to expand their data science team due to growing demand in data science services, and are therefore seeking an experienced data scientist.",0,0,0
640,1516,an open culture that encourages sharing of ideas.,0,0,0
641,1341,"this includes churn life cycles, ltv, product engagement, retention curves, surveys, reviews, feedback and market research
leveraging your highly proactive nature, you will identity data gaps and resolve this by taking a lead in ensuring that all tagging is accurately and fully delivered
analyse website and app journeys to understand customer behaviour and to deliver insight and improvement recommendations to cover customer journeys, campaigns, cross-sell activity and customer satisfaction
you will play a key role in driving our optimisation programme forward through idea conception, analysis and actionable recommendations


requirements
proven experience in a data analysis role in fast growing businesses
highly proficient in mysql to deliver insight from our database quickly and accurately to our key teams
excellent understanding of google analytics and other web analytics solutions
data-driven storytelling and visualisation skills (with tools like tableau, powerbi, indicative etc)
attention to detail coupled with excellent problem-solving skills
experience working with, and presenting to non-technical stakeholders
experience creating and delivering projects from scratch
outstanding excel skills

attributes
you are analytical, inquisitive and have a huge thirst for data
you have at least 2 years’ hands-on experience of google analytics
your background is not just reporting – you are experienced in working with and/or developing advanced customer analytics methodologies, utilising all data at your disposal for a complete customer first view
you also have a good overall understanding of the technical applications you use, and how to improve them in the future to make them even more valuable to the business
you are of course naturally numerate and advanced in excel – and therefore you probably have a degree in maths, management science or business, or in a similar field
if you have experience with using a tag management solution that is desirable, but not mandatory


benefits
a competitive salary
be part of a rapidly growing business with international expansion plans
above market equity/options
flexible work schedule and location
team cooking and tasting days
free simplycook subscription
fully covered week-long team working holiday every yearthis position will be working in partnership with the university of edinburgh.",0,0,0
642,2702,it is ingrained in their culture that you have to be constantly challenged and stimulated.,0,0,0
643,2183,product madness’ dedication to promoting diversity and inclusion is clearly reflected in all our content and across all our platforms.,0,0,0
644,2641,coding experience with python.,0,0,0
645,872,this is the best place to submit your application for it to be reviewed by our team.,0,0,0
646,960,"whatever we do, wherever we are in the world, we lead the way, serve with integrity, take care of each other, foster inclusion, and collaborate for maximum impact.",0,0,0
647,2661,celonis is one of the world's fastest growing technology companies and the global market leader in process mining software backed up by our investors accel and 83north.,0,0,0
648,1989,also by addressing any areas of concern in conjunction with line management and/or the appropriate department.,0,0,0
649,1692,"in addition to providing career advancement opportunities and a collaborative work environment, vonage provides great pay and benefits, including unlimited discretionary time off.",0,0,0
650,1566,"in return we can:

offer continuous development options with access to training courses and certifications
pay you a salary in-line/ slightly above market rate (happy to disclose at first stage)
offer a 10.5% pension contribution
allow flexible working times with early/late finishes and compressed hours if of interest

this is a great role for a data scientist looking to take the next step in their career and continue to learn.",0,0,0
651,742,"ict competency

ms office excel

ms office word

experience with bi tools

sql skills would be advantageous but not essential

experience using large data sets would also be advantageous

this role is based just outside of peterborough and stamford and is commutable from orton, hampton, werrington, grantham, corby, market deeping, wittering.job description

principle data scientist - london - £110,000 + benefits + bonus

i am working exclusively with one of my key clients to find an experience principle data scientist in london.",0,0,0
652,1599,"we strive for fresh perspectives, so as long as you can demonstrate how your attitude and other abilities might make up for any gaps we would welcome your application!",0,0,0
653,153,sql/nosql databases and cloud experience.,0,0,0
654,1816,"this is not an exclusive list.as part of the company's growth, they are currently seeking a data scientist at mid to senior level

roles and responsibilities

you will work as part of a dedicated data science and machine learning team overseeing various projects covering technology, marketing and prediction platforms.",0,2,0
655,1852,"you'll have our full support, training and opportunities for professional development, along with a contributory pension, life assurance and good holiday entitlement.about us 

the athletic is a subscription-based media publisher of smarter sports coverage for die-hard fans.",0,0,0
656,962,"being a leader at deloitte

cultural fit and purpose-led leadership is crucial for deloitte.",0,0,0
657,1738,"take direction and priority for daily actions/activities from the existing team of consultants
skills
educated to a-level mathematics (minimum)
extremely numerate
strong communication skills both written and oral
comfortable using excel to an advanced level
methodical and organised with a very good attention to detail
able to think creatively and see the bigger picture
enthusiastic and a team player
good at problem-solving and troubleshooting
has an ability to learn new systems quickly
can work autonomously under own initiative.description

position overview: the individual will be responsible for working directly with our internal and external clients (primarily law firms and corporate legal departments) and project managers.",0,0,0
658,1867,with that in mind they are looking to build out their data science function further and take advantage of the masses of data they've collected to be able to personalise and optimise their customer journey.,0,2,0
659,798,experience and knowledge of statistical modelling.,0,0,0
660,509,build robust data pipelines.,0,0,0
661,590,"here's a taste of what you will be doing:

run pricing and support decisions around tariff options.",0,1,0
662,1996,"knowledge & experience / qualifications
a combination of applied mathematics, statistics, advanced computing (machine learning, artificial intelligence), visualisation, data engineering.",0,0,0
663,1465,"as a growing, dynamic, and fast-paced company this role will suit someone who is looking to make an impact, and develop and shape a data analytics proposition.",0,0,0
664,2865,"– demonstrable knowledge of a range of statistical techniques eg, bayesian statistics, probabilistic programming and graphical models
– strong knowledge of a variety of machine learning methods
– strong coding skills, proficient in r or python
– previous experience working with complex biological or ‘omic’s datasets, eg.",0,0,1
665,2107,"as a result, we’re looking for the most talented, passionate and dedicated individuals to join us.",0,0,0
666,84,please note that in the event that the required clearance cannot be obtained you may not be eligible for the role and/or any offer of employment may be withdrawn on grounds of national security.,0,0,0
667,2101,"personal attributes 

intelligent
creative - you are able to use your creativity to identify new opportunities and find creative solutions to problems
hard-working
organised
reliable
personable 


about playdemic 

founded in 2010 by leading games industry entrepreneurs, playdemic is a bafta award winning developer and publisher of mobile games, focused on creating fun and engaging, free-to-play game services for ios and android.",0,0,0
668,2731,"responsibilities
help us expand our existing reporting and dashboard solutions.",0,0,0
669,1251,"benefits

ocado employee experience is very important to us.",0,0,0
670,1356,lead on projects across multiple departments.,0,0,0
671,2390,experience with machine learning techniques and data science projects.,0,0,0
672,1454,"working alongside our analytics, consulting and reporting specialists within the team, the data analyst plays a critical role in our evolving eco-system.",0,1,0
673,2232,"(must have) experience with causal discovery (e.g., by building directed graphical causal models) or causal inference (e.g., mendelian randomization, instrumental variable analysis, structural equation modelling)
solid programming experience in one or more scientific programming language r, python, c/c++, etc.",0,0,0
674,2171,"communication able to talk, write, and listen effectively with business peers as well as junior data scientists.",0,0,0
675,2420,"responsibilities include (but aren't limited to)
solve difficult problems
use mathematics
write code
work with lots of data 

essential criteria
must be an eu citizen or possess a current uk tier 1 visa or tier 2 visa and eligible to take up full time, permanent employment.",0,0,0
676,1200,"requirements

minimum academic qualifications
2.1 degree in a stem subject from a top tier university.",0,0,0
677,956,what brings us all together at deloitte?,0,0,0
678,2908,"essential skills
masters or phd in relevant studies e.g.",0,0,0
679,2905,"you will be involved in the data-mining, machine learning and graph analysis techniques for a variety of modelling problems involving customers, their relationships and their fashion preferences, as well as building scalable statistical models that learn from large volumes of data and produce real-world value.",0,2,0
680,1846,"the candidate
with extensive experience of data analytics and reporting you will have advanced knowledge of powerbi/tableu as well as experience with cloud data platforms such as google bigquery.",0,0,1
681,690,"they are looking for a creative and experienced machine learning data scientist with commercial experience of building ml models and implementing them (target language is python, or possibly r, but happy to cross train from java, c++, c# etc) into sophisticated applications.",0,0,2
682,1967,"a team that gets things done, and has fun doing it.role purpose
working as part of a team, the role holder will, using advanced analytical skills, develop the hsbc group’s new financial intelligence platform, through which it intends to pro-actively search for financial crime risks not detected by the group’s current suite of financial crime systems.",0,1,1
683,2877,we are creating a centralised team of data analysts who will be working with all teams across the company.,0,0,0
684,1746,the focus of this role will be to support the global business intelligence and advertising operations teams in their efforts to create a more data-driven business.,1,1,0
685,2130,visit www.nate.tech to learn more about what we do.,0,0,0
686,479,"using shiny)

knowledge of sequence-to-sequence models, or the use of rnns/lstms

knowledge of deep neural networks – tensorflow, keras, pytorch

knowledge of apis, git

blue legal offers the services of an employment agency for permanent work and an employment business for temporary work.job description
our client is at the heart of powering organisations with their enhanced artificial intelligence, as they enter into a new dimension of client development they are looking for the next generation of ai data-engineering researchers analytically focused.",0,0,0
687,2545,"sociology, psychology)
results orientated, ability to manage deadlines and time effectively
ability to find creative and innovative solutions for complex and varied problems
high level knowledge of data wrangling/manipulation techniques in r or python
good experience in working with database systems and sql syntax
experience with machine learning and predictive models in r or pandas (one is a must)
experience with running segmentations of respondent or customer data is a plus
outstanding attention to detail
good communication skills, oral, written and technical documentation

﻿if this is what you are looking for from your next role, we look forward to hearing from you!",0,0,0
688,399,"responsibilities
·review academic and industry literature for applicable knowledge.",0,0,0
689,2782,"design multi-variant tests to prove, tune and measure your hypotheses.",0,1,0
690,336,"based on cambridge science park, this company know exactly how to look after their staff.",0,0,0
691,2752,it has become the industry standard in the financial sector and is increasingly being used in a wide range of industries.,0,0,0
692,2188,"what makes us stand out from the crowd is the autonomy we provide our employees, the opportunity to work on top grossing titles and the professional development opportunities that everyone has access to.",0,0,0
693,1226,"what we are looking for:

masters degree or phd in a relevant technical or mathematical field
exceptional analytical, quantitative, problem-solving, and critical thinking skills
strong data management skills including sql
experience with data science and statistical analysis in python
strong written & verbal communication skills; including the ability to present detailed analyses to a broad audience range
ability to work collaboratively with other business units in order to achieve common objectives
organised self-starter, with drive and commitment; able to work with little supervision.",0,0,0
694,830,"you will enjoy working with one of the strongest data sets in the country, cutting edge technology, and the ability to see your insights turned into real products on a regular basis.",0,1,0
695,1931,we are a team who are about the right solution above everything else.,0,0,0
696,2818,they are rapidly expanding their data teams across all areas due to their huge growth.,0,0,0
697,2786,"know when to employ different machine learning techniques and when to build these into production models, to close the feedback loop between our games and the analytics system.",0,1,1
698,1105,our client is a small physical commodity broking company specialising in the international grain industry.,0,0,0
699,2169,"leads some strategic projects in collaboration with stakeholders
collaborates with other related teams on data science and big data projects


requirements

what we want from you 
ambiguity is able to deal with moderate levels of ambiguity by bringing clarity to the problem and communicating plans and working toward a solution with both technical and non-technical stakeholders.",0,0,0
700,2692,"we're bringing a new approach to the used car market; bringing it up to speed by building a modern, digital, retail process centered around our customers.",0,0,0
701,900,"you will identify high-quality opportunities for data-driven insight, taking the lead in improving the way data is collected, stored and used in the team.",0,0,1
702,1063,"as our data scientist, you will
design data models to inform the ‘insights’ provided to our customers
work directly with developers and designers to build the core data-analytics platform on which the app will be built
intelligently analyse and report on a range of marketing campaigns across a suite of online channels to drive the optimisation of marketing spend
research and develop ways of building ‘virality’ within our customer-base.",0,2,0
703,2826,experience using data mining & descriptive analytics to explore & profile new datasets.,0,0,1
704,101,"high proficiency in programming in python and other related scripting languages
experience with messaging and or data streaming technologies such as kafka, activemq, azure service bus, and azure event hubs.",0,0,0
705,412,"·proficient data analytics in python (pandas, numpy, scipy, scikit learn)
·well organized with meticulous attention to detail.",0,0,0
706,1324,"the role 

to empower effective data-driven decision-making through surfacing the most relevant insights from data; through reporting, analysis, and optimisation with a focus on establishing best-practice processes and partnering with teams to understand their needs and challenges.",0,1,0
707,2803,experimental design.,0,0,0
708,566,"have great knowledge of what makes a good process and being able to apply frameworks and methodologies for the right problem
1-2 years experience, especially coaching team members or interfacing with product managers/stakeholders
not essential but nice to haves
entrepreneurial
understands business value and what moves the needle
ambition to work on product or build a startup
business savvy
📈 benefits

this is your rare chance to contribute across the full business spectrum to become a founder in the future 

we provide all the excitement and freedom of an early stage startup but with the stability and resources of a large organisation.",0,0,0
709,874,"we will not be accepting requests to work with agencies.at fdm it’s ‘business as usual’, we are recruiting now and throughout the year.",0,0,0
710,424,you’ll engage with end users to understand their needs and identify which insights will be most relevant.,0,1,0
711,1896,do you have database management experience?,0,0,0
712,2930,we deliver winning media outcomes for brands the world over.,0,0,0
713,1078,"the role

the business data analyst role forms part of the dai team responsible for supporting axa ppp data deliveries and transformation.",0,0,0
714,1267,private medical insurance (bupa) – you will immediately be eligible to join bossa's healthcare scheme which is provided by bupa.,0,0,0
715,1357,help mentor msc and phd students in this unique team.,0,0,0
716,160,"you will be expected to be hands-on but with managerial responsibility, you will be decisive and lead the development team helping resolve complex problems.",0,0,0
717,2593,"key accountabilities
derive, new valuable actionable insights from data and communicate effectively to stakeholders and decision makers
solve problems in fundamental scientific research using data-driven insights
develop proprietary algorithms, using data analytical methodologies
develop studies to create the necessary training data, as and when required
collect, organize and visualize large sets of structured and unstructured data
analise, learn and interpret large amounts of data to discover solutions and opportunities to improving all aspects of our products and digital ecosystem
establish data visualisation toolkit to enable clear communication of techniques used and insights yielded
work with the wider team implement these findings into future analytical research tools, and consumer products
participate in relevant cross r&d forums related to data science and big data

skills and experience
educated to bachelor’s degree (or higher) in a numerate discipline, such as mathematics, statistics, computer science, data science, or a related field with a significant statistics bias
experience in programming in python and the ability to write readable, efficient code
experience of c or c++ or java, perl, matlab, r is also beneficial
experience of developing, testing of machine-learning models
demonstrate experience of supervised learning, unsupervised learning is desirable
good applied statistics skills, such as distributions, statistical testing, regression, etc.",0,1,0
718,2631,"we're prepared to pay for the very best
work at one of the fastest growing tech startups anywhere in the world who are backed by top vc firm, balderton
the team is exceptional.",0,0,0
719,1619,"data analyst / scientist - main tasks and responsibilities
the task is to manipulate existing data from various data bases in the company, to make them relevant to various improvement efforts, and ultimately harness them to proper process/cost improvement projects
the qualitative and quantitative improvement of our progress in cost and process improvements
this is a person liaising continuously between operations and the cost department  
the individual will assist area managers to put projects forward and formulate them
the data analyst reports directly to the costing manager on a day-to-day basis

duties of the data analyst / scientist
apply lean standards and ipm methodology and thinking to advance the process improvement of the company and assist the costing manager
documentation requirements: 
project charters
gant charts
feasibility analysis
financial analysis
statistical process control charts
other statistical charts/documents as required
general duties & responsibilities: 
identify areas of statistical process control (spc) in line with area objectives
work with it to develop datasets to support spc
develop a policy for spc
train, implement and monitor the process of spc in each area ensuring adherence to the policy reporting on non-conformances
work with area managers to identify appropriate tools throughout the business planning lifecycle to support gap analysis and project development.",0,1,1
720,1933,"our focus is on bringing data, analytics & science together into solutions for our clients.",0,1,0
721,876,"these consist of remote working, virtual training, video interviewing, and access to webinars and virtual events.",0,0,0
722,2839,"preferred skills

5+ years' experience in a fraud/risk modelling context, in one or more of the following industries: finance, payments, banking, risk, fraud, identity or behavioral analytics.",1,0,0
723,1749,optimization of data-flow.,0,0,0
724,31,"other experience that might be helpful, but is not required, includes:
work in the games industry or similarly customer-facing digital businesses
familiarity with massive data sets and tools to deal with them (bigquery/aws/hadoop etc)
experience in behavioural psychology/economics and experimental design
experience in predictive analytics, segmentation, and related areas
software engineering skills in java and other languages (beyond r and python which we use most frequently)
skills with standard reporting tools such as looker/qlikview/tableau/etc.",0,0,1
725,1719,"from a leading university

creative mind and ability to come up with new ideas to solve complex problems

experience publishing journals is also highly sought-after

excellent written and verbal communication skills

benefits

competitive salary + share options

budget for personal development to attend conferences, courses, buy books, etc.",0,0,0
726,865,"interpret results: monitor, analyze, and inform the success team on ongoing retention experiments
forecasting: support revenue and lifetime value forecasting of subscribers across different offerings

need to haves 
b.s.",0,1,0
727,774,a drive to learn and master new technologies and techniques.,0,0,0
728,962,"being a leader at deloitte

cultural fit and purpose-led leadership is crucial for deloitte.",0,0,0
729,2710,what have you got to lose?,0,0,0
730,2354,"build and deliver analytical solutions by analysing large and complex data sets using multiple technologies (bigquery, gcp, python, r, spark)
visualise and deliver analytical results in insightful, interesting and interactive ways using various technologies (jupyter notebooks, leaflet, d3js, qlik, kibana, tableau…).",0,0,2
731,1798,lloyd's began with a few courageous entrepreneurs in a coffeeshop.,0,0,0
732,329,coding experience with python.,0,0,0
733,1805,"knowledge of computer software used to manipulate and analyse large volumes of data
basic to intermediate level knowledge of insurance principles and practices, as well as practices specific to the london/lloyd's markets
experience
an expert in the field of statistical and business analysis
expertise with building and querying data sets and statistical software, in particular r and sql
experience in summarising and conveying complex processes and solution to audiences with varying levels of technical knowledge
as the successful candidate, you can expect to be rewarded with a competitive annual salary and benefits.",0,0,0
734,380,"responsibilities include contribution to the team, helping others in the team as and when required including testing with the client.",0,0,0
735,1010,we’ve already built a world-class artificial intelligence platform for real-time information aggregation and analysis at a massive scale.,0,0,0
736,1839,data scientist.,0,0,0
737,426,"for more information, select the apply button shown to view the job description.",0,0,0
738,2322,"we will offer you a competitive salary, enable you to balance your work and life, and support you through mentoring, coaching and training programs.",0,0,0
739,640,"education, qualifications, skills and experience: 



essential: 

master's degree (or equivalent experience) in a computational field of research, including but not limited to: computer science, bioinformatics, information systems, computational genomics/imaging or other computationally intensive scientific field.",0,0,0
740,952,"deloitte nse combines operations in belgium, greece, ireland, italy, malta, the netherlands, the nordics (denmark, finland, iceland, norway and sweden), switzerland and the uk.",0,0,0
741,2243,leadership - you will be our first dedicated data analyst.,0,0,0
742,1342,"the successful candidate should reside or be able to move to edinburgh, scotland

data scientist - genomic selection & simulation 

major tasks 
providing technical contributions in a fast-paced team environment to accelerate our efforts on building an analytics-driven product pipeline
independently perform statistical analysis, computer programming, predictive modelling and experimental design
build cross-functional relationships to collaboratively partner with the business and effectively network within the data science community
using advanced mathematical models, machine learning algorithms, operations research techniques, and strong business acumen to deliver insight, recommendations, and solutions
developing sustainable, consumable, accurate, and impactful reporting on model inputs, model outputs, observed outputs, business impact, and key performance indicators
present compelling, validated stories to all levels of organization, including peers, senior management, and internal customers to drive both strategic and operational changes in business
develops code: 30-35% stats/modeling: 35-50% domain knowledge & consulting industry experts: 20-25% 

skills
bachelors 5 yrs + masters degree with 2+ years experience or phd
educational preparation or applied experience in at least one of the following areas: statistical genetics, statistics, biostatistics, bioinformatics, genomics, computational biology, applied mathematics, computer science or other related quantitative discipline.",0,0,2
743,2202,"you will be working on industrial-scale optimisation problems involving combinatorial optimisation across many areas of the business, such as:
vehicle routing and warehouse management
pick-route optimisation in stores and depots
network optimisation
people and resource optimisation
spatial optimisation in stores and depots
price optimisation
main responsibilities
your main responsibilities will be:
to work on technical problems within the capacity planning and fulfilment domain by using prototypes in java  or python or other suitable languages
to work with the principal data scientist to help identify areas of impact across multiple business domains
to work collaboratively within the data science team to help solve broader data science problems
to be able to present clearly to the business about your technical area and the business ramifications of technical designs and results on a project
to work with the data science scrum master and the wider data science team to use/learn agile and kanban project management approaches to tackle projects
to identify new innovative projects yourself to work on in your 20% time
to keep yourself up to date with the latest technical innovations in optimisation and to learn new technical areas
to be prepared to give seminars to the data science team and externally on technical subjects that you are enthused about
 
the ideal candidate
you will be expected to be an expert in at least one aspect of or such as mathematical programming constraint programming and/ or designing and implementing meta-heuristics.",0,1,0
744,2904,your work will directly impact the end consumer in personalising the shoppers experience both in-store and online.,0,1,0
745,1919,for this role you must share anglo americans purpose of re-imagining mining to improve people's lives.,0,0,0
746,138,"why not apply today and power your career with drax?job description: reporting directly to the analytics leader, the data scientist will be responsible for the design, development, implementation, and integration of octo analytics services.",0,0,1
747,2985,"optimise and maintain existing solutions to improve performance metrics and increase business impact
elicit requirements from the relevant stakeholders across the business
participate in the team activities (agile ceremonies, journal club, engineering whiteboard sessions etc)


requirements
masters degree or ph.d. in computer science, maths, statistics, economics or related disciplines
solid experience in data science/machine learning
proven ability to design machine learning solutions to solve business problems using best practices (data cleansing, model development)
ability to contribute ideas to feed the product roadmap
experience writing production-grade code
knowledge of ways to optimise algorithms and their limitations
ability to communicate complex problems to technical and non-technical audiences
ability to research machine learning techniques and develop prototype
passion for learning new skills and staying up-to-date with ml algorithms
be a team player in our collaborative and cross-functional environment


skills
strong knowledge of python, in particular packages like pandas, scikit-learn, numpy, scipy etc.",0,0,0
748,1490,support the implementation of changes to these systems through one to one support and training.,0,0,0
749,2506,data validation: verifying the first party data we obtain from ad exchange and the third party mobile app tracking solutions so that our campaign models get trained with accurate data.,0,1,1
750,2003,"https://www.hsbc.co.uk/1/2/popups/uk-privacy-statement#/overview
the role

farfetch is building the next-generation intelligent platform for online luxury fashion, powered by large-scale data and state of the art machine learning, deep learning and computer vision algorithms.",0,0,0
751,1662,on a day to day basis as the junior data analyst you will provide support to the users of the management information systems and applications.,0,0,1
752,817,"landmark solutions as a business unit within landmark information group offers a diverse set of services cantered around managed service provisions and geospatial technologies, including building bespoke web applications, providing integrated geospatial services, and data services to our clients.",0,0,0
753,2451,"the r&d team works intimately with our production data scientists, so the role can involve assisting with particularly tricky client models and developing new strategies to address complicated metrics or routing structures.",0,0,0
754,763,"implement metrics/scorecards to track the effectiveness, engagement and business impact.",0,0,0
755,2017,"*this role can be based out of either one of our oxford or cambridge offices, with flexible hours and partial home working possible.",0,0,0
756,328,to be considered you’ll be degree educated with particular interest in machine learning.,0,0,0
757,827,at landmark we are the uk’s leading custodian of land and property search information.,0,0,0
758,1296,elephant stone recruitment limited is acting as an employment agency in relation to this vacancy for the supply of permanent and fixed term contract staff.,0,0,0
759,167,"we’re all about collaboration – you’ll gain direct experience of the rapid evolution of a high-profile growth company, working alongside other experts in an apolitical, friendly environment, and report to the managing director.",0,0,0
760,1731,"once on-board, the data analyst can expect a first-class agency environment offering superb benefits (25 days holiday, bonuses, pension, life insurance, cycle to work scheme, st loan and much more).we are looking for a data analyst to support the delivery of a range of software vendor managed services related to the it asset management lifecycle for a global media enterprise based in london.",0,0,0
761,337,"not only exciting and challenging work but a high performing team of developers, infrastructure and machine learning engineers.",0,0,0
762,366,"as digital transformation continues to accelerate, cgi is at the center of this change—supporting our clients’ digital journeys and offering our professionals exciting career opportunities.",0,0,0
763,279,"clients to date include google, amazon, twitter, goldman sachs and many more.",0,0,0
764,2028,expanding our catalogue of derived phenotypes to include complex traits like drug response and longitudinal biomarkers.,0,0,0
765,445,"nlp, predictive churn modelling, forecast improvements, plus cohort & ltv analysis to help improve marketing spend
partner with business stakeholders to help improve use of data to answer key business questions
manage and improve our data pipeline, ensuring data is accurate and easy to understand when used for analysis and reporting across the business

requirements
knowledge and experience in sql
good skills in data visualisation/experience with bi tools beneficial (tableau)
knowledge of statistics and experience using statistical packages for analysing datasets
knowledge of r/python (desirable)
knowledge of google analytics (desirable)

about you
graduate and/or +1 years commercial experience
ideally a mathematical background with strong analytical skills
good technical understanding
understanding of how a business uses data to shape strategy
eagerness to develop a career in data science and analyticslucid games is looking for a data analyst to deliver key insights across the studio.",0,2,0
766,2496,moloco is a silicon valley ad-tech startup powered by its in-house machine learning mobile ads optimization engine.,0,1,0
767,1803,"presentation skills, demonstrating the ability to present the results of complex analytical output to a variety of audiences with different levels of technical knowledge and experience
the ability to create reports and queries using business objects, qlik and/or similar reporting tools
good time management skills demonstrating an ability to deal with a regular workload and associated deadlines, and other ad-hoc tasks
knowledge
advanced knowledge, understanding and expertise in statistical and machine learning techniques, e.g.",0,0,1
768,2860,"ffts, digital filtering, wavelet transforms
familiarity with various data science pipelines and lifecycles for iterating models such as unix/liux pipelines would be ideal
experience with source control preferably git would be beneficial
familiarity of clinical study protocol design
experience with distributed computing i.e.",0,0,0
769,1171,"a team involving clinicians, scientists, etc.)",0,0,0
770,128,the senior data scientists and data scientist will further the knowledge base of drax group with exploratory and iterative data science programmes.,0,0,0
771,2927,"this is an exciting and interesting new role that will have you working with state-of-the-art machine learning techniques, as well as working with some of the brightest individuals in this space.",0,0,0
772,2077,be the champion of these ideas and collaborate with experts from different teams in order to make them happen.,0,0,0
773,2431,"there is a lot that we know - who applies for every shift, who gets hired, and what rating each side of the marketplace gives the other at the end of the shift.",0,0,0
774,703,"you are applying for junior data scientist positiondata scientist 
silicon valley adtech company 
£50,000 - £80,000 basic salary (dependent on experience) 
central london (flexible working)
*the interview process & onboarding will be remote due to covid-19

this is an opportunity to join a hyper-growth tech startup currently at series b, which has an in house machine learning optimisation engine.",0,0,0
775,1690,"our api business is experiencing hyper growth and we have the structure, financial stability and culture to be able to maximise the opportunities this offers.",0,0,0
776,236,we are committed to increasing the diversity of our workforce and we strongly encourage applications from candidates from all backgrounds.,0,0,0
777,1976,the role holder must have a demonstrable interest and capability in computer sciences and new technology.,0,0,0
778,2803,experimental design.,0,0,0
779,2778,you'll have high levels of autonomy to give you the freedom to dig into the data and use your findings to dictate and direct your own projects.,0,0,0
780,3031,"our kings place offices overlook regents canal, with the newly-developed coal drops yard, granary square and st pancras square shops, restaurants and pop-ups

we value and respect all differences in all people (seen and unseen) at the guardian.",0,0,0
781,2782,"design multi-variant tests to prove, tune and measure your hypotheses.",0,0,1
782,862,"responsibilities 
data ownership: support the success team in understanding the retention by collecting, cleaning, and maintaining data pipelines from numerous sources.",0,1,0
783,418,we are striving to create a world in which decisions that can improve the lives of vulnerable people are based on the most appropriate evidence.,0,0,0
784,718,"offering both a highly academic and commercially driven environment, a strong data science research background is required to work on solving highly complex problems as well as topics that go beyond current machine learning approaches in a commercialised context.",0,1,0
785,2527,this company are looking to be specialists within the consultancy industry and with you at the helm you will help to steer this ship into the brave new world that is big data.,0,0,0
786,2221,"alongside this, we develop clinically validated software applications that create clinician and patient benefit while providing highly curated data.",0,2,0
787,2953,you will be working with some of the most cutting-edge technologies and the most talented people in the industry.,0,0,0
788,2344,"part of bt strategy and transformation, the team has big growth ambitions centred on building innovative, customer-centric propositions that are underpinned by data.",0,0,1
789,1192,"about echobox

we are a fast-growing, research-driven company building an artificial intelligence that helps online publishers overcome the challenges they face every day.",0,0,0
790,2464,"use and tune these predictive models to help create an optimal, customised player experience, with a focus on improved key metrics.",0,1,0
791,2420,"responsibilities include (but aren't limited to)
solve difficult problems
use mathematics
write code
work with lots of data 

essential criteria
must be an eu citizen or possess a current uk tier 1 visa or tier 2 visa and eligible to take up full time, permanent employment.",0,0,0
792,1343,"demonstrates proficiency in using r, python or other statistical programming packages
strong proficiency in predictive modelling —to include comprehension of quantitative genetics theory, modeling/identification strategies and limitations and pitfalls
experience in successful delivery of valuable analysis through application of domain knowledge; evidence of ability to strong business acumen
strong communication competencies to include presentations and delivery of complex quantitative analyses in a clear, concise and actionable manner to extended team and small groups of key stakeholders 

country: united kingdom
location: cambridge
reference code: 160582
functional area: biological r&dbiological r&dwhitehall resources are looking for a data scientist to join a global consultancy.",0,0,0
793,1608,"but even if you have none of the specifics above, if you can clearly evidence your ability to work with data, and demonstrate an aptitude to learn new skills and disciplines, then we would be interested in talking with you.",0,0,0
794,2722,strong attention to detail and ability to retain information.,0,0,0
795,263,"they can offer excellent career opportunities for a focused individual people who share their ""can do"" attitude and determined to do their best.",0,0,0
796,1166,"experience in managing large and complex information resources – extraction, conversion, integration and data transfer.",0,0,0
797,70,"we leverage tools such as jira, gitlab, mediawiki, doors and enterprise architect.",0,0,0
798,1418,"learning and development tailored to your role
an environment with flexible working options
a culture encouraging inclusion and diversity
a civil service pensionsuccessful candidates must pass a disclosure and barring security check.we are closely monitoring the situation regarding the coronavirus, and will be following central government advice as it is issued.",0,0,0
799,1913,r or python).,0,0,0
800,1208,"every wednesday, we order food for our weekly team lunches where everyone gets together for an hour of fun.",0,0,0
801,1730,"web, self-serve portals etc);
experience in social media analytics working with social media listening tools;
previous experience with some of these technologies: google analytics, social media analytics, google bigquery, amazon redshift, etl, excel / google sheets, r and/or python.",0,0,1
802,179,questions about the role before applying?,0,0,0
803,1830,"we’d love you to join us if… ‍♂️ 
you think the work we’re doing sounds exciting!",0,0,0
804,2901,"the company

recently named one of britain’s fastest growing tech firms, this company is at the forefront of data and technology in the fashion retail space.",0,0,0
805,1144,"the main responsibilities will involve processing, managing and curating the large and diverse amounts of data acquired by uk biobank, including:.",0,0,0
806,2990,"we offer subsidised counselling appointments through selfspace, have mental health first aiders and also run yoga, meditation and more.",0,0,0
807,2979,we are committed to empowering diversity within the fashion community.,0,0,0
808,246,"we work with some of the most exciting and well-established property companies in the uk including greystar, grainger, canary wharf group, anthology, berkeley homes & fairview new homes.",0,0,0
